#
# $Id$
#
# -----------------------------------------------------------------------------------------------------							
#							
# This first section includes a set of "custom" QTs							
# which are commonly used but not defined elsewhere.							
#							
# Name	DataType	Scale	MAGE Subclass	isBackground	ConfidenceIndicator target QT	Channel	Description
>>>Tab2MAGE_FGEM[ebi.ac.uk]							
Flags	integer	unscaled	SpecializedQuantitationType				
Footprint	integer	linear_scale	SpecializedQuantitationType				
ID	string_datatype	unscaled	SpecializedQuantitationType				
Index	integer	linear_scale	SpecializedQuantitationType				
Log Ratio	float	log_base_2	Ratio				
Log Ratio (633/543)	float	log_base_2	Ratio				
Mean of Ratios	float	linear_scale	SpecializedQuantitationType				The mean of pixel-by-pixel ratios of pixel intensities.
Mean of Ratios (633/543)	float	linear_scale	SpecializedQuantitationType				The mean of pixel-by-pixel ratios of pixel intensities.
Median of Ratios	float	linear_scale	SpecializedQuantitationType				The median of pixel-by-pixel ratios of pixel intensities.
Median of Ratios (633/543)	float	linear_scale	SpecializedQuantitationType				The median of pixel-by-pixel ratios of pixel intensities.
N Log Ratio	float	linear_scale	SpecializedQuantitationType				
N Mean of Ratios	float	linear_scale	SpecializedQuantitationType				
N Median of Ratios	float	linear_scale	SpecializedQuantitationType				
N Ratio of Means	float	linear_scale	SpecializedQuantitationType				
N Ratio of Medians	float	linear_scale	SpecializedQuantitationType				
N Rgn Ratio	float	linear_scale	SpecializedQuantitationType				
Name	string_datatype	unscaled	SpecializedQuantitationType				
Normalize	integer	unscaled	PresentAbsent				The normalization status of the feature (included/not included).
Ratio of Means	float	linear_scale	SpecializedQuantitationType				The ratio of the mean intensities of each feature for each wavelength.
Ratio of Means (633/543)	float	linear_scale	SpecializedQuantitationType				The ratio of the mean intensities of each feature for each wavelength.
Ratio of Medians	float	linear_scale	SpecializedQuantitationType				The ratio of the median intensities of each feature for each wavelength.
Ratio of Medians (633/543)	float	linear_scale	SpecializedQuantitationType				The ratio of the median intensities of each feature for each wavelength.
Ratios SD	float	linear_scale	SpecializedQuantitationType		Median of Ratios		
Ratios SD (633/543)	float	linear_scale	SpecializedQuantitationType		Median of Ratios (633/543)		
Rgn R2	float	linear_scale	SpecializedQuantitationType				
Rgn R2 (633/543)	float	linear_scale	SpecializedQuantitationType				
Rgn Ratio	float	linear_scale	SpecializedQuantitationType				
Rgn Ratio (633/543)	float	linear_scale	SpecializedQuantitationType				
Rgn R%G�%@ (633/543)	float	linear_scale	SpecializedQuantitationType				
Sum of Means	float	linear_scale	SpecializedQuantitationType				The sum of the mean intensities for each wavelength.
Sum of Medians	float	linear_scale	SpecializedQuantitationType				The sum of the median intensities for each wavelength.
X	integer	linear_scale	SpecializedQuantitationType				X coordinate of spot center.
Y	integer	linear_scale	SpecializedQuantitationType				Y coordinate of spot center.
>>>SpotFinder[TIGR]							
BGA	integer	linear_scale	MeasuredSignal	1		Cy3	Spot background in Cy3 channel.
BGB	integer	linear_scale	MeasuredSignal	1		Cy5	Spot background in Cy5 channel.
BkgA	integer	linear_scale	MeasuredSignal	1		Cy3	Spot background in Cy3 channel.
BkgB	integer	linear_scale	MeasuredSignal	1		Cy5	Spot background in Cy5 channel.
Flag	string_datatype	unscaled	SpecializedQuantitationType				Flag values are generated based on next conditions: A - the number of non-saturated pixels in spot is 0; B- number of non-saturated pixels in spot is between 30 and 50; C- number of non saturated pixels in spot is more then 50; S- fully or partially satur
Flag A	string_datatype	unscaled	SpecializedQuantitationType			Cy3	Spot flag in channel A. This flag is set by QC filter.
Flag B	string_datatype	unscaled	SpecializedQuantitationType			Cy5	Spot flag in channel B. This flag is set by QC filter.
FlagA	string_datatype	unscaled	SpecializedQuantitationType			Cy3	Spot flag in channel A. This flag is set by QC filter.
FlagB	string_datatype	unscaled	SpecializedQuantitationType			Cy5	Spot flag in channel B. This flag is set by QC filter.
IA	integer	linear_scale	MeasuredSignal			Cy3	Spot intensity in Cy3 channel corrected for background.
IB	integer	linear_scale	MeasuredSignal			Cy5	Spot intensity in Cy5 channel corrected for background.
MNA	integer	linear_scale	SpecializedQuantitationType			Cy3	Mean intensity value in Cy3 channel.
MNB	integer	linear_scale	SpecializedQuantitationType			Cy5	Mean intensity value in Cy5 channel.
MeanR	float	linear_scale	Ratio				Spot mean ratio
MedA	integer	linear_scale	SpecializedQuantitationType			Cy3	Median intensity in Cy3 channel.
MedB	integer	linear_scale	SpecializedQuantitationType			Cy5	Median intensity in Cy5 channel.
MedBkgA	integer	linear_scale	SpecializedQuantitationType			Cy3	Median background intensity in Cy3 channel.
MedBkgB	integer	linear_scale	SpecializedQuantitationType			Cy5	Median background intensity in Cy5 channel.
MedianR	float	linear_scale	Ratio				Spot median ratio.
ModeR	float	linear_scale	Ratio				Spot mode ratio.
PValueA	float	linear_scale	SpecializedQuantitationType			Cy3	P-value in Cy3 channel.
PValueB	float	linear_scale	SpecializedQuantitationType			Cy5	P-value in Cy5 channel.
QC	float	linear_scale	SpecializedQuantitationType				Spot total QC score. This is a mean of QC scores in Cy3 and Cy5 channels.
QCA	float	linear_scale	SpecializedQuantitationType			Cy3	Spot QC score in channel A. This is a geometric mean of shape and S/N QC scores in channel A. S/N QC score is calculated as percentage of pixels in a spot with values higher than 2*median(local BKG). Spot shape QC score is defined as ratio of spot area to
QCB	float	linear_scale	SpecializedQuantitationType			Cy5	Spot QC score in channel B. This is a geometric mean of shape and S/N QC scores in channel B. S/N QC score is calculated as percentage of pixels in a spot with values higher than 2*median(local BKG). Spot shape QC score is defined as ratio of spot area to
QCscore	float	linear_scale	SpecializedQuantitationType				
SA	integer	linear_scale	SpecializedQuantitationType				Spot total area in pixels.
SC	integer	unscaled	SpecializedQuantitationType				
SDA	float	linear_scale	Error		IA	Cy3	Standard deviation for spot pixels in Cy3 channel.
SDB	float	linear_scale	Error		IB	Cy5	Standard deviation for spot pixels in Cy5 channel.
SDBkgA	float	linear_scale	Error	1	BkgA	Cy3	Standard deviation of the background value in Cy3 channel.
SDBkgB	float	linear_scale	Error	1	BkgB	Cy5	Standard deviation of the background value in Cy5 channel.
SF	float	linear_scale	SpecializedQuantitationType				
SR	integer	unscaled	SpecializedQuantitationType				
Sat	float	linear_scale	SpecializedQuantitationType				Spot saturation factor. This measure shows the percentage of non-saturated pixels in the spot used for integration.
UID	integer	linear_scale	SpecializedQuantitationType				Unique identifier for this spot.
>>>UCSF Spot							
Dapi	float	linear_scale	MeasuredSignal			DAPI	
DapiBack	float	linear_scale	MeasuredSignal	1		DAPI	
DapiFore	float	linear_scale	SpecializedQuantitationType			DAPI	
Flag	integer	linear_scale	Failed				
Log2MedRat	float	log_base_2	Ratio				
Log2Rat	float	log_base_2	Ratio				
Log2Slope	float	log_base_2	SpecializedQuantitationType				
MeanLog2Rat	float	log_base_2	SpecializedQuantitationType				
MeanRat	float	linear_scale	SpecializedQuantitationType				
MedianRatio	float		Ratio				
MinF-B	float		SpecializedQuantitationType				
OriginDist	float		SpecializedQuantitationType				
RawRat	float	linear_scale	Ratio				
Ref	float	linear_scale	MeasuredSignal				
RefBack	float	linear_scale	MeasuredSignal	1			
RefBackSD		linear_scale	Error	1	RefBack		
RefFore	float	linear_scale	SpecializedQuantitationType				
RefForeSD		linear_scale	Error		RefFore		
RefIntercept	float		SpecializedQuantitationType				
RefZstat			PValue				
Slope	float	linear_scale	SpecializedQuantitationType				
SpotCorr	float		DerivedSignal				
Test	float	linear_scale	MeasuredSignal	1			
TestBack	float	linear_scale	MeasuredSignal	1			
TestBackSD		linear_scale	Error	1	TestBack		
TestFore	float	linear_scale	SpecializedQuantitationType				
TestForeSD		linear_scale	Error		TestFore		
TestIntercept	float		SpecializedQuantitationType				
TestZstat			PValue				
nback	integer	linear_scale	SpecializedQuantitationType	1			
nfore	integer	linear_scale	SpecializedQuantitationType				
>>>Uni of Toronto in-house analysis software							
B532 Location	float	linear_scale	MeasuredSignal	1		Cy3	
B635 Location	float	linear_scale	MeasuredSignal	1		Cy5	
F532 Location	float	linear_scale	MeasuredSignal			Cy3	
F635 Location	float	linear_scale	MeasuredSignal			Cy5	
Intensity	float	log_base_10	SpecializedQuantitationType				
Raw Log Ratio	float	log_base_10	Ratio	1			
